,text,name,label
270, you are from ukraine say something in ukrainian,0_sofiiabudnyk_1656790986_7115863082680831237,0
271, the national guard the associate needs to the neutral nation this slow the the ca the,0_soxaeditss_1670876188_7176358570617851142,0
272, the,0_stason4uk_atamaniuk_1665484420_7153201060880960774,0
273, isn't the review told it has the false nuclear tp follow existence,0_stealth.hawk_1668341297_7165471280257371398,0
274, we have usually been the good d cook with us not gosh theater i sat on them where your curriculum and you keep eye here when you're virtually equivalent doesn't get to or why not make use of it told you the you of the easier we wish we could relocate the one oxygen we've all nourished the truth still lives in the village of the same logical spock oil see the speech the the navy is not alone the tom and jerry the flava botch of the gotcha mom pub near the scene of the the jar was sure to enlarge come on purchase your share his knowledge since the position was sure breaking his cautious cynical old mom the shit the shisha the garage area to be shisha snowball three,0_stefan_ded_1665571812_7153576437860076806,0
275, mahmoud last keep it casual them mr hero if say much of your hero a bitch any louder eugenia puts on the balloon as nikki collins even in the bligh when inevitable to do to show and they were nipple droplet to the article was at the theaters you were to joey dorsey poe's law nipples law you know what i got caught because nice modern booted supranational super them to pull the trim,0_student_max_1673638428_7188222295918398725,0
277, the,0_svoikr_1668608502_7166618924572740870,0
278, slim jesus receive other though which of course you'll be there as of yet,0_sweetnikaa_1646421595_7071326902354529541,0
279, towards the mirage or c schoolroom the high cost you no but they haven't been him,0_taran_production_1652103984_7095732570855443717,0
280, studio studio miss out on the corners of duty and get estimate music if you're into destiny just your guatemala me mystery yet you have to also be usable people could instead be able to upload bullock body camera camera camera on a minute booking in who to ask the people where they believe that zealot you shushing nobody casual short intro thing i learned when you comment on the schedule he was at us but themselves shooting tomorrow but the actual bullet while obscenely expelled and put a dollar and he couldn't publish the yakking islam the commodore manual in glue sequel  awesome split sounds interesting show english this because of it let's see what you see off the land,0_taras_chervonenko__1656570072_7114914250790866181,0
281, if this is the one fucking piece there whatsapp's gone they are beautiful women universities the churches,0_tekhas_thasuke_witko_1651610860_7093614624423087406,0
282, it just looked like a military vehicle to you does this look like a family vehicle used to take their children to play at the park,0_tekhas_thasuke_witko_1651727369_7094115025434103086,0
283, so to keep original this is what's wrong with not only humanity and civilization the women the children the embassies are doing this is it worse than that there's no coming back from this how do you soup is fucking love five,0_tekhas_thasuke_witko_1654068909_7104171851437460778,0
289, the the,0_thedailyhunter_1646205723_7070399727166115077,0
290, what countries sent the most foreign volunteers to ukraine is a top ten and not gonna lie number two was quite surprising the info comes from the russian remedy so as always take it with a grain of salt mutton friends number nine belarus after that syria move on to number seven croatia and then we have none six georgia were entering the top five with the uk and after that romania top three you have the u s number two polite surprisingly canada but it has to be said that canada has a big population of ukrainian descent and number one the country that sent the most foreign volunteers to ukraine poland,0_thehistorylegends_1655652586_7110973698038877445,0
295, the,0_to.ne.ya_1653516255_7101798231528557829,0
297, the digital thing,0_tpmds.com_1647661736_7076653260953718043,0
298, we pray for the people of ukraine that you may be granted peace we pray for the people of russia that you may demand peaks dear god please help us bring this ugly disaster to an end president zelensky if you,0_trejos.tacos_1646532372_7071802687251025195,0
300, simply bruising louisa once a year numerous months haddock near the ground north sir current however you may use me as a c to that if any ground water years below you'd notice do you believe it is forbidden or he were just deserted sure her yet but though the commune de la de ne ye addition of another driven deluding ye ye kavita lie aguirre chechnia yes vida or the sheepishly commander on the human at the cruzi acum second year with a dribbler on the eve and through luge drew but druid you didn't you give him additional bedridden nor does your heathrow friendly the coconut lemon it's clear from the terms that they are clear to clear what the unusual of musky the chef the acoustic celebre the chief commentator the upward in the middle where should i come would use one but didn't hear you properly,0_trump_r_1667925388_7163684973873057030,0
303, it gets pushed to hate you that was,0_u.w.u._w_1667742440_7162899215490796806,0
304, through the middle of trying school the cadet etc the off-chance film greener though,0_ua_resistance_1662988778_7142482375581175083,0
305, the the game the boston  the let me know the top was cordova the poignant the the the the people was was it most of what i've done what's the point the doesn't the average guy the eu the that was the idea he bought the cw he led the,0_ua_samuraivanya_1646818604_7073032034058259717,0
306, the the toilet where is the downside the great that have the,0_ukraine_latest_1646599389_7072090521279155462,0
307, after the super yes i do,0_ukraine_strong_nation_1660746461_7132851723000974597,0
308, i bet that will go get an accomplishment the paper the the the the,0_ukraine_times_1668681887_7166934110450044165,0
309, the,0_underground_kyiv_styel_1650577680_7089177148593868037,0
312, she will oblige the shorter that the scheduler short the whole grains can notice the aggregate variability greens keepers identical so there was a shortage of drivers our national directory cackling to make sure that the blemishes retire with the registration stuff but the deal is mostly by the border subvert the muscle of breathable air did that on this year on the list for sure remember that every theory the donkey the latest know if billion because the guy was looking over the material ring or something it was clear the mayor was mostly attitude can make the wool the chancellor stolen a tulsa when the show was renewed,0_v3lk0zpm_1645886444_7069028447393205506,0
317, the decision of one man to lodge a wholly unjustified and brutal invasion of iraq i mean of ukraine erected anyway seventy five,0_viceworldnews_1652965104_7099431054661930246,0
318, the,0_viceworldnews_1663865575_7146248206052117765,0
319, the the,0_viceworldnews_1664555534_7149211556973120774,0
320, the,0_viceworldnews_1670347502_7174087872763464966,0
322, the the she was the,0_vitaliibikhunov_1662452210_7140177769337605382,0
324, at the terrain was cause illustrating but what is this holiday i just hope that answered the question was lost from opinions goblets georgia video,0_vladnaumoff_1653329745_7100997174191803653,0
325, the,0_vladymirfedorov_1667569075_7162154606435388677,0
326, the thrashing of the ocean the rational,0_vladymirfedorov_1667840237_7163319256740941062,0
327, the yeah yeah,0_vladymirfedorov_1667925404_7163685035474734341,0
329, bravo for sure the another bush would the orange nice and neutral aren't your gm apple watch,0_vladymirfedorov_1673260922_7186600903049317638,0
330, is the whoa another,0_vladymirfedorov_1674158151_7190454493190917382,0
331, in the sleep,0_vl_aferistkka__1654650667_7106670472795933958,0
334, watch my status and apply them to forgot the,0_waka_sama__1653812276_7103069622139636997,0
335, the one that's not the main issue here the the i wonder if the snowboard more a way out of a deeper emotion as i struck to eat,0_wanhedaa_1646643443_7072279724982095109,0
336, the yeah you  the bump  the,0_warreasons_1667867835_7163437783338585390,0
337, the,0_wasilevs95_1671989111_7181138536605699334,0
340, the the the the the the,0_worldofguns56_1661973159_7138120348368784646,0
341, the fourth one wenzel gosh just always have shown that show last night right  that's because that's forceful let's just go with it lots of goodness nah nah,0_worldofguns56_1669691743_7171271401993702662,0
343, the the,0_yana_pazdrii__1667718775_7162797539459173637,0
344, the school boot,0_yar0slav_yar0slav_1671978027_7181090925790186758,0
345, so what do you have broken loose fit for your push you  the others were butchered,0_yavvaleria_1656229117_7113449851832077574,0
346,   the,0_youtubewagnerpanther_1660646262_7132421365944175899,0
347, the national i sort of shook up to you a lot of it what i'm thinking keep up,0_yuriy_kerimov5_1658873267_7124806416073805062,0
348, i love the,0_zavor93_1666471690_7157441389549112582,0
351, the kids saw the bullets speer the young the palace coup not iraqi would at best be a separate state will believe him in a very minute you saw the worst two weeks of university is not a policy not to be boot,0_zhannyxa_1668354449_7165527782263377157,0
352, it should be said yesterday that he was tequila of course carry the same dorm yahoo scheme was going to have to ski at a pooja new york year or so he wasn't just because nigeria just to really cute bullshit the amazon allowed nike you get the dream of now can we get them to kosher like what the parochial issue threaten to destroy with the shinning a bottle for both of the war triple lucio leukemia two guys that young people the quarters nike me around to really get this palestinian surely poised to what was yeah do you ever do have more of them are people to talk about some of the cutters digital parts of the city couldn't you put scott hardesty that your product is the newest fraternity building,0_zhukova_t_1647618483_7076467498182266117,0
353, as a young resident michelle obama said yemen's president will be the cause no he goes neutral,0__for_the_soulf__1650753877_7089933905763126533,0
354, hmm the,0__kan_j_1667025278_7159818985507163398,0
355, the,0__karinadk__1668319069_7165375762378312966,0
356, then go with this when was this that rose island,0__m0ngol_1661926699_7137920777403337989,0
357, three read a yak to sullen the mazda tomorrow i'll do it,0__m0ngol_1666170902_7156149487193427205,0
360, the the juniors won a junior the yeah totally getting a closer look what i play toy humor,0___prince_of_nothing___1665862085_7154823159676407046,0
361, the chips should be tweaked the the,0_______cherry_m_1647427747_7075648290615807238,0
362, why does the ocean have to do with climate change i don't i don't really know what that girl was doing with the first two questions honestly it's tiktok so she was probably asked those questions really rarely and now she's making fun of people but for those of you who genuinely want to know the answer the question what does the ocean have to do with climate change it's actually really interesting so everyone knows climate change is cause caused by increased amounts of carbon dioxide in the atmosphere and it's not caused by the everyday person it's caused by you know companies corporations the government not regulating them but anyway you know how people are like oh trees get rid of carbon dioxide the ocean actually does too and it's not a little bit it's thirty percent of the carbon dioxide in the atmosphere that is absorbed into the ocean now usually that's fine in fact it's needed to regulate the ph of the ocean but when there's too much carbon dioxide in the atmosphere and there's so much of the carbon dioxide being absorbed into the ocean it lowers the ph of the ocean meaning it makes it more acidic and some people i tell it like oh that doesn't sound good it's catastrophic because in the ocean there are a lot of animals with calcium exterior examples of this are like coral crabs mollusks really anything with a shell increased acidity in the ocean makes their shows a lot weaker and it's actually a really cool little science experiment if you grab like a lit will little bowl of lemon juice and put a shell in it it will melt it like not just oh it's it's chipping away no it turns to mush don't be like the world is ending because obviously lemon juice is far more acidic than our oceans water but considering biodiversity is super important in like repairing the damage we've done to the environment and the most most biodiverse marine ecosystem there is our coral reefs and they're being destroyed by ocean acidification it's it's pretty bad and not a lot of people know about it or talking about it so if you have extra money in your pocket or just want to learn more there's some links below that you can donate to or read about for stuff like this the national oceanic and an,1_1earth_shenanigans_1657515325_7118974099703106862,1
363, the map was solid the robocall monarch are some of the,1_2382rohit_1571258860_6748505326833749249,1
364, the the,1_350.key_1657716378_7119837611895688474,1
365, the,1_444amitkumar_1571988629_6751639727633485057,1
366, you know how i say they like to plant seeds this is one of them i mean you can't really take this article to serious one it's the indian express to they later on in the article call vancouver kamloops prince george all provinces and three the people that they're sane was diagnosed with climate change that asthma during the forest fires in bc it doesn't matter how much bullshit this article is the seeds were planted along with all the other times they've dropped the little seeds of climate change and how deadly it can be,1_75tillidie5.0_1636539647_7028884250426428678,1
367, unspoilt the second strategic transport projects review published just two weeks ago confirms that the era all catering for unconstrained growth in private cant use as well and truly over the review follows the sustainability this is enable investment hierarchy which aims to reduce the need to travel unsustainably on prioritizes making base use of enhancing existing infrastructure before investing in new capacity furthermore we have set out to rebuild just called kilometers by twenty percent by twenty thirty and a draft roadmap a truly world leading commitment demonstrating a level of ambition in meeting scotland statutory targets the scottish government have commissioned research exploring demand management options to discourage car use and using the research findings we will work with local and regional partners to develop a demand management framework,1_a.caseypodcast_1673889825_7189302034888248581,1
368, is the argument as far as i can understand it and i've been trying to follow along let's say on the psychological front trying to piece this together if something like pay now or pay later sure many many people are going to suffer if we raise energy prices and put on limits to growth but that will be nothing compared to the suffering of people fifty to one hundred years down the road if we don't take emergency action now so that's nonsense argument okay nonsense okay why that's not what the science says let's look at the last hundred and twenty years since nineteen hundred the globe has warned about one point three degrees celsius in that time we've seen the greatest improvement in human betterment we've ever seen the population has gone up by a factor of five in that one hundred and twenty years the gdp per capita has gone up by a factor of seven longevity increased from thirty two years to the current seventy two years across the globe literacy fraction has gone up enormously traction in extreme poverty has gone down even as the bulb warmed another one point three degrees c i p c c projects s guess right now about another one point three degrees of warming in the next hundred years to think that that additional warming is going to reverse or even significantly derail the progress,1_a.caseypodcast_1674078354_7190111765470924038,1
369, the go to the,1_adityasharma100251_1571342276_6748863606508522754,1
370, the cocky thought to have a tin of soup you mean like the soup that you just threw all over a painting that to some people can't even afford to look in my neighborhood there's a line pursuit around the corner every saturday the internet is forever baby girl and you're going to severely regret that's like tomorrow it's just so cringe so that whole greta thunberg by people are over it that ship has sailed blurred done being yelled at by little girls okay who don't know what they're talking about so sit down nf why i eat that soup took oil to get to you boats trucks that's how things get to places to feed people kind of shows a little bit about what you know or care about,1_alyssonvino_1665787220_7154501595361873198,1
371, the doomsday newington virginia injuring watch dot org and our purpose of our site is to expose the issue of global climate engineering otherwise term is geo engineering we are virtually under assault right now it's not alarmists and it's not exaggeration this type of weather modification puts out chemicals and toxins some known some not known many people who try to debate this issue if they ask you why they should believe this is going on we have film of it happening into the argument that's it there's no debate no discussion this is not speculation when we have films that we can clearly see are spraying there's no denying that jet is spraying period we have interior films which of their interior footage which i'll show in a moment but the bottom line is that's not a condensation trail any notion that it is simply denial or complete ignorance so this is you can even see on this jet that the each side of the plane the plumes are different links which means the nozzles are not aligned perfectly you see different composition in the trail also indicative of different materials being expelled from different portions of the aircraft so again this amounts to weather warfare period the u s has historically engaged in weather warfare around the globe this is historical fact we have data going back to vietnam nineteen sixty eight project popeye nineteen seventy six un passed resolutions forbidding weather modification in wartime so again this is not speculation we haven't we live in a society that's been trained to shut down when they hear the word conspiracy theory they've been conditioned pretty well but the bottom line is this is this is the issue that can't be ignored any longer people can ignore kennedy people could ignore false flag events like vietnam and even whatever happened on nine eleven but this issue can't be ignored when interstate for example we turn on our water faucets and nothing comes out that's the end of the road this is very recent this is from two days ago al gore use of geo engineering to head off climate change disaster is insane so although we don't i have an admission is going on it's getting closer by the day and it looks like al gore is trying to now distance himself from these programs that he has not admitted to yet this is important media they'll be seeing more of this more in the in the coming coming weeks one interior shot there again we can't know from the variance of different planes the different configurations of spray apparatus this is an ongoing experiment there's likely many different configurations we see aircraft trails that have different color composition so this is an ongoing experiment of which we are all apart like it or not another interior high pressure tanks when this image was posted the sites that initially posted it a couple of them are taken down this image appeared to be tried to be taken off the net as quickly as possible but too many people downloaded it's out there now more configurations obviously there's a whole lot of planes with a whole lot of tanks doing a whole lot of something so this kind of footage should not be ignored clearly these are what would appear to be passenger planes most of them with windows so there appear to be many different types of aircrafts involved in the spring activities this is what we have again global geoengineering the ever-changing experiment and we are again part of that experiment russian scholar warns of secret us climate change weapon we have russia engage in this as well we also have china and this is one of the reasons why so hard to get any sort of mainstream coverage because the big players are all involved up to their eyeballs so that that's one of the reasons the media coverage is so sparse but it's coming whether whether weapons do they wreak havoc in countries without anybody knowing they're even under assault in the case of floods droughts all of this is a form of whether weaponry and weather warfare and there's no arguing that we are all a part of weather warfare when our climate is being impacted the way it is right now again countries around the globe this sort of impact nobody would recognize as being an assault and that's what's surprised about whether warfare for the powers that be nobody even knows they're being attacked bridges infrastructure wiped out can literally bring a country to it's knees you can bring a state to it's knees as well especially a state that doesn't seem to want to conform too much with the federal government you can drought drought them out completely and that's exactly what's happening in california right now this sort of drought in africa has been used for decades we know these programs have been going on and their impact in africa appears to be directly related to bringing countries to their knees and opening up the door for u s occupation of us boots on the ground at about one hundred and fifty six countries around the globe not singling out the u s because other countries again as i said are at this as well empty reservoirs this is where california's headed today i think we all know that we if we reach the end of this year without significant rainfall we will be in freefall into a cataclysm that's never before been recorded our forests are going up in flames as geo engineering impacts the system from top to bottom it starts to feed itself as you cut off the moisture for boreal forests which are the lungs of the planet the terrestrial ends of the planet and they begin to burn that feeds into the entire climate cycle begins to tilt even further off scale so this is a non linear equation once it starts to tilt it tilts faster and faster these sorts of clouds historically have not been well recorded now they are this sort of sky that many begin many have become accustomed to and think is somehow normal is anything but this is this is an aerosol coverage of all of you seem to have seen before and many people have begun to accept this as being natural but it takes a lot of material to block the sun to that degree and all that material settling down and all all of us were all breathing it in anybody who thinks that's commercial traffic                                               ,1_alyxina_1659535379_7127650154248817926,1
372, we're developing through technology and ability for consumers to measure their own carbon footprint,1_analyzeandoptimize_1653401454_7101305164992351534,1
373, scientists there's basically a gay wizard knowingly increasing your carbon footprint like mister johnson is doing is absolutely despicable i'm bill nye there's dictate so good nami nami,1_anchorbear_1627522865_6990157476389719301,1
374, i'm about to debunk global warming thirteen thousand years ago the pyramids of giza were built three different groups of scientists actually found large amounts of water erosion mainstream scientists called them crazy and the big question was how could there be water erosion in the largest desert it's actually because egypt used to be a tropical climate and what happened was the pole shifted okay and this can actually be proven because during egyptian times the north star was a historical called dubin okay and now tubing is located present time in the middle of our equator and so yeah global warming isn't real and will happen and what's happening now is actually something called pole shift,1_andrewnaltimari_1587771672_6819427402590997765,1
376, the,1_annie_k28_1646963571_7073654676624772398,1
378, it's cold climate change must be a hoax there goes the usual cry every year at this time when the temperature gets a bit low yes the climate is changing doesn't mean to say that seasons end we still have winter the fact is that generally winters much while much milder and shorter than they have historically been but even when they when it's not when it is really cold out the that may in fact be if not caused certainly amplified by climate change so in the past when there was a big temperature difference between the cold pole and the warm warmer areas near the equator that you've got a strong jet stream spinning round the planet effectively trapping the cold air around the poles but what's happening now as the poles are warming up far more than any other area of the of the planet that temperature differentiate is getting less and therefore that jet stream that was strong is getting less strong and then for getting more wavy and what happens when it becomes wavy means that it pulls cold frigid air from the poles down into more temperate regions and you get these big freezes that way been happening recently and this has always happened but as the jet stream gets weaker and more wavy and it's pulling down lower so it's actually affecting countries which previously perhaps or areas like florida or texas for example in america at the moment that never previously were affected by it so rather than at acting as evidence against climate change is actually further evidence that climate change is happening and it's having a really strong effects on our weather making sometimes areas colder than perhaps they would otherwise have been but nonetheless the overall trend is warming and warming winters and considerably warmer winters actually,1_apocalypsenext9_1671942006_7180936212117556486,1
380, the above yeah the kool aid that's why you'll figure that,1_arn_mann_1660695557_7132633095970278702,1
382, illustrated to reject the world economic forum's great reset and instead mount a great resist these were not idle words video is circulating online of world economic forum crook and mastermind klaus schwab bragging about penetrating the cabinets of western democracies with these young global leaders some class rob disciples or in the senate and one is in the cabinet how this has not triggered a national security investigation is beyond one nation we certainly would be taking a much closer look given the coordination we are seeing and the policies being enacted by w e f disciples like to send urgent and justin trudeau one nation will resist the transfer of shelter everyday australians to predatory billionaires this was the inevitable and delivered outcome of profligate government covert spending that the liberals nationals labor and greens wave through this parliament one nation will resist exposing your children to adult sexual content in their libraries in school textbooks and now in kids' programmes on the bbc one nation will resume is the dehumanization of women through generalist language that erases the very concept of a mother and of a woman we will not allow the family to be undermined one nation will resist the reduction of sex to a soul destroying meaningless transaction the very thing eldest huxley warned us about in the brave new world one nation will resist the war and farming that seeks to destroy family farms rewards the bush and shift food production to corporate owned near urban intensive factories producing chemically driven food like substances for everyday australians to eat while they are late gorge themselves on red meat and seafood something they did again last week at cop twenty seven in egypt indulging in luxury while spreading poverty disgusting we are one community we are one nation and parliaments belonged to no,1_ashanddad_1673271565_7186646631343721734,1
384, nah nozzle rudy here not just another routine zindagi a kale hair is a kalen as a duty here,1_ashishpanwar034_1571048409_6747601523565415681,1
388, and by the way ice where icebergs have a bluish tint because ice tends to absorb a little bit of a longer wavelengths like towards the red end of the spectrum and so what's left is blue and to fill this up to nearly over four capsize the iceberg okay sell now i'm gonna fill this up to nearly overflowing yeah what might be surprising to some view is that as the ice melts the volume does not increase of the ice water combination and so none of the water will spill out okay so here the ice is gone and we've got no spillage whatsoever,1_ashmac__conservative_1603127035_6885378174688054530,1
389, is that not is as good as it was purpose hiccup with him was as soon as next superset of your elite she up on the us embassy must have under the supreme but i can not get england on groceries to see that then throw the rascals us and i will kiss him was he ever communicated at each and that was plenty dust jacket in investment as many vcs but i guess he never let his career thus mistrust cascara he has been much in the book and i walk inside but i could thing olympic promises of off the top of this inquiry as many of those he has emphysema as a gardener said we have the it gives them music as he has ramos have read where they set him free though rather eat it or inside a thin,1_ayuda.al.planeta.al.100_1615769535_6939677292838849797,1
390, it's better easier that way how might that not the for their jacket with a mother soon as that goes we recursively tell her that his emphysema must be candle ammeter then as a warrior series she'd got easier but in that corridor those are horse record applicators must begin possibly april with him on those hit the matisse mientras microcosmic off already oh yeah a certain bacterium or the gays as a warrior he era a whole railway vms when there was a preferred indian pagoda as a day night or scalia or another fundraiser for the aida for romania as they could say well yeah kidding pocket runs but in this case the transparent does have almost a try today he though matty either williams is a geckos either,1_ayuda.al.planeta.al.100_1621633963_6964864826002722054,1
391, see when the pathetic gamasutra means to flap economic gap protected cases then w artist even multiple partners as well as doing a compressed as as equal or greater there are no common good that ambition was a retarded ominous possibility to shader giggling as i see it i said i never have repeat recorded phonetically though yeah guess it up whereas with during flair maybe know we did it in india by those that don't as a wonder you get to complete them into therapy that though mostly written in the book are broken with relative ease the muslim in this as he did a really good at recording on the planet but a deliberate i could play therapy and etc europe was debatable but another birdie seattle he isn't seeing them as what he meant they are the man was apprehended,1_ayuda.al.planeta.al.100_1624419243_6976827498529131782,1
392, yes who is it galois galois gluconate and to name do not make colorado canadian though,1_bad_boii7t_1571561270_6749804245316324609,1
393, when i asked dallas even speaks most of the night when i when i asked tanya plibersek will check that one for yes when i asked tanya plibersek was the deputy to the labour party and the potential deputy prime minister was carbon dioxide the big issue in relation to climate change and she said yes i then said well that being the case what percentage of the atmosphere fear is made up of carbon dioxide and she said i don't know and i sang on you don't know what percentage of the atmosphere as carbon dioxide and yet you're prepared to stand the economy on it's head to address a problem the detail of which you don't know so when i then explained that the percentage of carbon dioxide in the atmosphere ours is how much alice how much carbon dioxide the atmosphere than our question scott morrison has said how alice in chains alabama wants to do something and powerless how much carbon dioxide is the problem how much carbon dioxide from the atmosphere i'm not assigning hang on if you're going to argue the case you're transport one four of a percent and of that point one four of us and human beings around the world create three percent and of that three percent australia creates one point three percent so for the one point three percent of three percent of widow four percent we then decide to have a national economic suicide,1_beaglebennett_7_1657467863_7118770247867436294,1
394, the dark take the opportunity of wishing the east european city as well in the coming of the very early skiing season and snow and ice that come there would of course is indicative of the fact that as independent science has now confirmed that the globe is actually cooler thing that has been cooling since two thousand and two broadly flat since ninety ninety eight so we're all talking about something here which isn't happening i've heard time and time again members hear talk of c o two is a pollutant a pollutant is a life giving natural gas it gives me the impression that some of them must haven't had the benefit of a formula education isn't this really just about the state being able to get it's hand in ordinary people's trouser pocket to still get more tax from them isn't they sold about political control isn't all this about politics and big business the whole thing's a sham this,1_beaglebennett_7_1657467919_7118770490642042117,1
396, i mean i he got by that much,1_beaglebennett_7_1658161344_7121748724073729286,1
397, it's defending is not a scientist i am he's the ceo of the weather channel though i was the founder of the weather channel off the co-founder and i'm glad you did because i am addicted to the weather channel now hold on a minute i'm not dumb and cnn has taken a very strong position on global warming that is that it is a consensus while there is no consensus in science scientism to vote scientists about the facts and if you get down to the hard cold facts there's no question about it climate change is not happening there is no significant man made global warming now there hasn't been any in the past but there's no reason to expect any on the future there's a whole lot of baloney and yes it is it has become a big political point of the democratic,1_beaglebennett_7_1658339626_7122514445913394437,1
398, we're located in cocoanut alaska the project is called harp harper's the high frequency active auroral research project originally a joint effort of the air force the navy in cooperation with a number of academic institutions harp is comprised of one hundred eighty and tenants approximately seventy two feet tall linked together to function as one giant steerable antenna steerable because it can have millions of watts of here left waves into one tiny the amount of energy we're talking about here is three point six million watts injecting their entire output into a slot that's about twelve miles across by about two and a half miles deep by about ninety miles up this is where the heart is pointed it's an area located roughly three hundred miles from anchorage the us military says harp is merely being used to study the physical and electrical properties and behavior of the ionosphere for both civilian and defense purposes another theory has surfaced the intense energy being beamed into the sky by heart is actually heating up the atmosphere causing weather changes harp is being used for weather modification the military is on record prove that they've admitted it within their own documents and yet they still deny it to the public harp is one of several heal f wave transmitters located all over the globe the united states owns and operates three of one you could call it alaska another in fairbanks alaska and one in arecibo puerto rico russia has one embassy diversity in your niche need of garage the european union has won their troops in norway working in tandem these transmitters could potentially alter the weather anywhere in the world changing the jet streams course entirely triggering massive rainstorm sport routes even hurricanes steering would be possible by heating up the atmosphere and building up high pressure domes that could deflect or change the key,1_beaglebennett_7_1663086948_7142904030006693126,1
399, this is the behind the lines podcast and the specific was headline news in three minutes for thursday april twenty first two thousand twenty two well with earth day coming up real soon i thought i'd do something a little different today and read you a little story by jay inslee and his buddy about all all the great things cigarette happen in the future this article was written by the washington policy center it's called apollo's misfire governor inslee miserable record of predicting the future of climate and energy fourteen years after the publication of governor inslee his book his record at predicting the direction of climate policy and innovation is extremely poor a defining characteristic of politics based climate efforts is the belief that elected politicians and government agency staff can accurately predict the future and create laws base based on their own wisdom and foresight the evidence of this assumption occurs throughout washington state's climate law enacted law says washington state must cut emissions in half by two thousand and thirty and two five percent of nineteen ninety levels by two thousand and fifty washington say leaders have voted to ban the sales of gas-powered vehicles by two thousand and thirty they say the same dates electricity generation must be a net at net zero emissions by two thousand and thirty the politicians who set these targets promised to goals are based in science even though the dates they set are all conveniently deserve divisible by five it seems fortunate that the science happened to work out that way not surprisingly these same politicians are routinely wrong despite the miserable record the ghibli adopt new regulations and sub sub cities insisting that this time they are right and we should trust their priest science to address what they call an existential crisis few have been more vocal and confident in their clairvoyance and governor jay inslee in two thousand and eight then congressman jay inslee staked his reputation as an expert in climate policy on syria the predictions he made at the end of the book he coauthored with bracken hendricks having read a book on the search for clean energy they wrote the reader is entitled to require the authors to place their bets on which technologies we believe will succeed and which will fail with great bravado they promise to accept this responsibility they wrote fourteen years later how have inslee and hendrix predictions held up well not well despite promising not to hide behind vague surmises they made several predictions without a clear timeline there are plenty of phrases like wave energy will be the sleeper technology of the next two decades and the efficiency of cars will skyrocket,1_behind_the_line_1650570506_7089146338452983083,1
401, the,1_bella.wella2222_1673041632_7185659075785526533,1
402, the blue pill the story ends you wake up in your bed and believe whatever you want you take the red pill you stay in wonderland,1_bellacrux__1673710984_7188533908147834114,1
404, is it possible for a man to disrupt this incredible precision that god has created there are some current concerns that leaves this global warming largely political discussion and that is mankind is unequivocally the reason that the planet is heating up and they are destroying this earth and they need to stop mankind needs to speak up for the trees mankind is making more koch carbon dioxide cars and fossil fuels fill in the blank burning the forest so there's a couple of reasons on why they are can i learned about these things and one of them is the thermal highly circulation that is a conveyor belts of warm water that travels along the east coast of the us called the gulf stream carries heat up to the northern continents like europe back down and then there's like warm water on top and cold water on the bay bottom and that can affect the weather and then they're concerned about the western antarctic ice sheet which is not in water it's actually anchored on land and it's important to make a point there because the ice that is already inside the water if it melts the water temperature stays the same because it's just an ice cube on top of water and that mouth there is no problem but the ice sheet like the antarctic ice sheet that is anchored on land if that melts that then pours into the water and it does rise season sea levels now they are alarmed that because it's parts of it are slipping into the ocean one reason why that is happening is because underneath the ice sheet there is about three hundred va all chinos three hundred active volcanoes continuously going off so it keeps the ice nice and lubricated and can cause the ice to slip into the ocean if all the i slipped into the ocean it could rise the sea levels by about twenty meters and by by new york by by florida and also the res out of the coastlines around the world ,1_biblicalchristianliving_1634998385_7022264588934712581,1
405, this is how easy it is to manipulate people look this is the power of branding use of color typography messaging language it's called marketing people in two thousand and nine look at the temperatures look of a leak right higher than twenty twenty two but had red and fire and orange because red he's way more scary than this this kind of like average dull beige color glue makes you feel safe but he's blue with a contrast in the red in some countries and yeah it's actually cooler i don't think so mate looking think sail away i go get my tinfoil hat hang on the,1_big76er_1662479010_7140292952827514155,1
408, is from the viking age around the year two thousand also called the medieval warm period we believe that in greenland the medieval warm period was about one and a half degrees warmer on average than than today newt with the greenland ice core project has been reopened to drill the last few me heaters through the ice sheet to the rock beneath the research station the ice core over three kilometers in length has been holed up to the surface piece by piece and contains important data on the history of the climate of the earth and it bears the fingerprints of climatic conditions over more than one hundred and twenty thousand years when we remove a really ice core we leave a hole and we insert a thermometer in the hole we are able to map out the temperature through a three kilometre i should know that temperature if we do it precisely of thousands of degree accuracy then the ice has not forgot how cold or warm it was on the surface at the time the snow fell so using those temperatures we have been able to reconstruct the temperatures of the last two yeah we have our picture of the temperature reconstructions that we have from greenland in the graphical form and if we go back along as accessories go back in time it's just the last eight thousand years we have positive on this axis we have the temperatures at the site in greenland and we can say that if we go back from now at four thousand years ago we would have temperatures appear for about four thousand years that were two and a half degrees warmer on average than today now as we go approach our time we can say that in the period between four thousand years ago and back to the period two thousand years ago which is actually the roman age the temperatures have been decreasing in greenland by two and a half degrees then temperatures increased gradually up to a maximum point around the medieval warm period we call it thousand years ago and then temperatures declined and goes down to minimum or sixteen hundred and fifty eight he comes back up a little in the eighteenth century and then around eighteen seventy five we have the lowest points in the last eight thousand years right here and that matters except the time when meteorological observations started,1_birgitteoerregaard_1661062075_7134207209994571014,1
